1,139,2,0.8,0.7488,0.345,0.0396,0.358689512,9.36,1
1,140,139,0.53,1.2558,1.1898,0.03135,0.444991955,6.24,1
1,141,4,0.4,1.209,0.696,0.0153,0.318186338,6.0528,1
1,142,14,0.53,0.4602,1.248,0,0.820202892,6.7392,2
1,143,142,0.38,1.215045,1.5354,0,0.554199865,5.9904,2
1,144,39,0.44,0.67275,1.1922,0,1.311112723,8.3616,3
1,145,40,0.52,0.35568,1.1592,0,0.507548152,4.7424,3
1,146,144,0.35,0.663,0.408,0,0.631707776,6.6144,3
1,147,67,0.48,0.8736,0.4494,0,0.559382542,8.112,4
1,148,93,0.76,0.63375,1.074,0,0.331858407,7.6752,5
1,149,148,0.43,0.49803,1.38,0,0.867214894,5.928,5
1,150,103,0.35,0.42861,0.9918,0,0.888930104,6.6144,6
1,151,150,0.46,0.62439,1.0662,0,0.579925323,8.7984,6
1,152,116,0.4,0.8175,1.1922,0,0.384415168,6.0528,6
1,153,121,0.46,0.93465,1.5354,0,0.980660237,8.7984,7
1,154,153,0.72,0.7755,1.245,0.0396,0.298415312,7.176,7
1,155,135,0.38,0.756,1.1112,0.0306,1.367329175,5.9904,7
2,156,140,0.65,0.9828,1.1112,0.0306,0.46895976,9.36,1
2,157,141,0.4,1.209,0.696,0.0153,0.448277161,6.0528,1
2,158,157,0.4,1.209,0.696,0.0153,0.575656463,6.0528,1
2,159,22,0.53,0.4602,1.248,0,0.801906059,6.7392,2
2,160,142,0.66,0.43095,1.248,0,0.677107156,9.7344,2
2,161,143,0.66,0.35568,0.66,0,0.442092492,9.7344,2
2,162,44,0.52,0.35568,1.1592,0,0.397879446,4.7424,3
2,163,162,0.35,0.663,0.408,0,0.783956448,6.6144,3
2,164,147,0.48,0.8736,0.4494,0,0.392496986,8.112,4
2,165,73,0.48,0.8736,0.4494,0,0.449207578,8.112,4
2,166,77,0.76,0.63375,1.074,0,0.348320675,7.6752,5
2,167,149,0.66,0.35568,0.66,0,0.480402129,9.7344,5
2,168,166,0.35,0.42861,0.9918,0,0.590431416,6.6144,6
2,169,102,0.35,0.42861,0.9918,0,0.885647124,6.6144,6
2,170,169,0.35,0.93,1.296,0.0153,0.368733942,6.6144,6
2,171,155,0.46,0.93465,1.5354,0,0.634006095,8.7984,7
2,172,121,0.53,0.687,1.074,0,0.248138253,8.3616,7
2,173,172,0.43,0.49803,1.38,0,0.479006424,5.928,7
3,174,140,0.4,1.209,0.696,0.0153,0.34998383,6.0528,1
3,175,174,0.4,1.209,0.696,0.0153,0.73667925,6.0528,1
3,176,157,0.52,0.35568,1.1592,0,0.742521501,4.7424,1
3,177,160,0.54,0.2418,0.507,0,0.533746059,5.3664,2
3,178,161,0.38,1.215045,1.5354,0,0.667256637,5.9904,2
3,179,143,0.45,0.8541,0.84,0,0.474946185,5.304,2
3,180,162,0.52,0.35568,1.1592,0,0.592348613,4.7424,3
3,181,59,0.35,0.663,0.408,0,0.434717283,6.6144,3
3,182,164,0.76,0.4602,1.254,0,0.446651247,8.736,4
3,183,182,0.48,0.8736,0.4494,0,0.381101913,8.112,4
3,184,70,0.4,0.8175,1.1922,0,0.294666348,6.0528,4
3,185,186,0.46,1.17,1.212,0,0.612732527,8.7984,5
3,186,83,0.46,1.17,1.212,0,0.612732527,8.7984,5
3,187,188,0.35,0.42861,0.9918,0,0.847140727,8.2144,6
3,188,114,0.53,0.687,1.074,0,0.267303403,8.3616,6
3,189,172,0.53,0.687,1.074,0,0.239115044,8.3616,7
3,190,129,0.72,0.7755,1.245,0.0396,0.536040537,7.176,7
4,191,139,0.53,1.2558,1.1898,0.03135,0.431622419,6.24,1
4,192,34,0.66,0.43095,1.248,0,0.659808798,9.7344,2
4,193,20,0.54,0.2418,0.507,0,0.499449124,5.3664,2
4,194,192,0.45,0.8541,0.84,0,0.599079847,5.304,2
4,195,163,0.52,0.35568,1.1592,0,0.394899075,4.7424,3
4,196,145,0.52,0.35568,1.1592,0,0.474946185,4.7424,3
4,197,184,0.54,0.2418,0.507,0,0.413165554,5.3664,4
4,198,197,0.4,0.8175,1.1922,0,0.278365656,6.0528,4
4,199,167,0.35,0.42861,0.9918,0,0.583797355,6.6144,5
4,200,103,0.46,0.62439,1.0662,0,0.59124322,8.7984,6
4,201,200,0.48,0.8736,0.4494,0,0.707434688,8.112,6
4,202,189,0.53,0.687,1.074,0,0.248138253,8.3616,7
4,203,202,0.46,0.62439,1.0662,0,0.824505743,8.7984,7
5,204,158,0.4,1.209,0.696,0.0153,0.34998383,6.0528,1
5,205,141,0.52,0.35568,1.1592,0,0.592348613,4.7424,1
5,206,15,0.54,0.2418,0.507,0,0.59789823,5.3664,2
5,207,22,0.45,0.8541,0.84,0,0.340122752,5.304,2
5,208,206,0.76,0.63375,1.074,0,0.417327601,7.6752,2
5,209,53,0.52,0.35568,1.1592,0,0.397879446,4.7424,3
5,210,195,0.52,0.35568,1.1592,0,0.350292535,4.7424,3
5,211,183,0.54,0.2418,0.507,0,0.472862479,5.3664,4
5,212,164,0.76,0.4602,1.254,0,0.301190113,8.736,4
5,213,211,0.4,0.8175,1.1922,0,0.337195511,6.0528,4
5,214,148,0.76,0.63375,1.074,0,0.33512671,7.6752,5
5,215,199,0.53,0.687,1.074,0,0.24627954,8.3616,5
5,216,150,0.46,0.62439,1.0662,0,0.59124322,8.7984,6
5,217,200,0.48,0.8736,0.4494,0,0.445817332,8.112,6
5,218,154,0.53,0.687,1.074,0,0.204849337,8.3616,7
5,219,218,0.35,0.42861,0.9918,0,0.616102347,6.6144,7
